--- 2024-05-15 ---
05/15/2024 05:15:22: Connecting to MySQL...
05/15/2024 05:15:25: Done
05/15/2024 05:15:25: Reading Row...  Job ID: 1
05/15/2024 05:19:07: Reading Row...  Job ID: 496
05/15/2024 05:19:07: Reading Row...  Job ID: 497
05/15/2024 05:19:08: Reading Row...  Job ID: 498
05/15/2024 05:19:08: Reading Row...  Job ID: 499
05/15/2024 05:19:09: Reading Row...  Job ID: 500
05/15/2024 05:19:09: Reading Row...  Job ID: 501
05/15/2024 05:19:10: Reading Row...  Job ID: 502
05/15/2024 05:19:10: Reading Row...  Job ID: 503
05/15/2024 05:19:10: Reading Row...  Job ID: 504
05/15/2024 05:19:11: Reading Row...  Job ID: 505
05/15/2024 05:19:11: Reading Row...  Job ID: 506
05/15/2024 05:19:12: Reading Row...  Job ID: 507
05/15/2024 05:19:13: Reading Row...  Job ID: 508
05/15/2024 05:19:13: Reading Row...  Job ID: 509
05/15/2024 05:19:14: Reading Row...  Job ID: 510
05/15/2024 05:19:14: Reading Row...  Job ID: 511
05/15/2024 05:19:15: Reading Row...  Job ID: 512
05/15/2024 05:19:15: Reading Row...  Job ID: 513
05/15/2024 05:19:16: Reading Row...  Job ID: 514
05/15/2024 05:19:16: Reading Row...  Job ID: 515
05/15/2024 05:19:17: Reading Row...  Job ID: 516
05/15/2024 05:19:17: Reading Row...  Job ID: 517
05/15/2024 05:19:18: Reading Row...  Job ID: 518
05/15/2024 05:19:18: Reading Row...  Job ID: 519
05/15/2024 05:19:19: Reading Row...  Job ID: 520
05/15/2024 05:19:19: Reading Row...  Job ID: 521
05/15/2024 05:19:20: Reading Row...  Job ID: 522
05/15/2024 05:19:20: Reading Row...  Job ID: 523
05/15/2024 05:19:20: Reading Row...  Job ID: 524
05/15/2024 05:19:21: Reading Row...  Job ID: 525
05/15/2024 05:19:21: Reading Row...  Job ID: 526
05/15/2024 05:19:22: Reading Row...  Job ID: 527
05/15/2024 05:19:22: Reading Row...  Job ID: 528
05/15/2024 05:19:23: Reading Row...  Job ID: 529
05/15/2024 05:19:23: Reading Row...  Job ID: 530
05/15/2024 05:19:24: Reading Row...  Job ID: 531
05/15/2024 05:19:24: Reading Row...  Job ID: 532
05/15/2024 05:19:25: Reading Row...  Job ID: 533
05/15/2024 05:19:25: Reading Row...  Job ID: 534
05/15/2024 05:19:26: Reading Row...  Job ID: 535
05/15/2024 05:19:26: Reading Row...  Job ID: 536
05/15/2024 05:19:27: Reading Row...  Job ID: 537
05/15/2024 05:19:27: Reading Row...  Job ID: 538
05/15/2024 05:19:28: Reading Row...  Job ID: 539
05/15/2024 05:19:28: Reading Row...  Job ID: 540
05/15/2024 05:19:29: Reading Row...  Job ID: 541
05/15/2024 05:19:29: Reading Row...  Job ID: 542
05/15/2024 05:19:29: Reading Row...  Job ID: 543
05/15/2024 05:19:30: Reading Row...  Job ID: 544
05/15/2024 05:19:30: Reading Row...  Job ID: 545
05/15/2024 05:19:31: Reading Row...  Job ID: 546
05/15/2024 05:19:31: Reading Row...  Job ID: 547
05/15/2024 05:19:32: Reading Row...  Job ID: 548
05/15/2024 05:19:32: Reading Row...  Job ID: 549
05/15/2024 05:19:33: Reading Row...  Job ID: 550
05/15/2024 05:19:33: Reading Row...  Job ID: 551
05/15/2024 05:19:34: Reading Row...  Job ID: 552
05/15/2024 05:19:34: Reading Row...  Job ID: 553
05/15/2024 05:19:35: Reading Row...  Job ID: 554
05/15/2024 05:19:35: Reading Row...  Job ID: 555
05/15/2024 05:19:36: Reading Row...  Job ID: 556
05/15/2024 05:19:36: Reading Row...  Job ID: 557
05/15/2024 05:19:37: Reading Row...  Job ID: 558
05/15/2024 05:19:37: Reading Row...  Job ID: 559
05/15/2024 05:19:38: Reading Row...  Job ID: 560
05/15/2024 05:19:38: Reading Row...  Job ID: 561
05/15/2024 05:19:39: Reading Row...  Job ID: 562
05/15/2024 05:19:39: Reading Row...  Job ID: 563
05/15/2024 05:19:39: Reading Row...  Job ID: 564
05/15/2024 05:19:40: Reading Row...  Job ID: 565
05/15/2024 05:19:40: Reading Row...  Job ID: 566
05/15/2024 05:19:41: Reading Row...  Job ID: 567
05/15/2024 05:19:41: Reading Row...  Job ID: 568
05/15/2024 05:19:42: Reading Row...  Job ID: 569
05/15/2024 05:19:42: Reading Row...  Job ID: 570
05/15/2024 05:19:43: Reading Row...  Job ID: 571
05/15/2024 05:19:43: Reading Row...  Job ID: 572
05/15/2024 05:19:44: Reading Row...  Job ID: 573
05/15/2024 05:19:44: Reading Row...  Job ID: 574
05/15/2024 05:19:45: Reading Row...  Job ID: 575
05/15/2024 05:19:45: Reading Row...  Job ID: 576
05/15/2024 05:19:46: Reading Row...  Job ID: 577
05/15/2024 05:19:46: Reading Row...  Job ID: 578
05/15/2024 05:19:47: Reading Row...  Job ID: 579
05/15/2024 05:19:47: Reading Row...  Job ID: 580
05/15/2024 05:19:48: Reading Row...  Job ID: 581
05/15/2024 05:19:48: Reading Row...  Job ID: 582
05/15/2024 05:19:49: Reading Row...  Job ID: 583
05/15/2024 05:19:49: Reading Row...  Job ID: 584
05/15/2024 05:19:50: Reading Row...  Job ID: 585
05/15/2024 05:19:50: Reading Row...  Job ID: 586
05/15/2024 05:19:50: Reading Row...  Job ID: 587
05/15/2024 05:19:51: Reading Row...  Job ID: 588
05/15/2024 05:19:51: Reading Row...  Job ID: 589
05/15/2024 05:19:52: Reading Row...  Job ID: 590
05/15/2024 05:19:52: Reading Row...  Job ID: 591
05/15/2024 05:19:53: Reading Row...  Job ID: 592
05/15/2024 05:19:53: Reading Row...  Job ID: 593
05/15/2024 05:19:54: Reading Row...  Job ID: 594
05/15/2024 05:19:54: Reading Row...  Job ID: 595
05/15/2024 05:19:55: Reading Row...  Job ID: 596
05/15/2024 05:19:55: Reading Row...  Job ID: 597
05/15/2024 05:19:56: Reading Row...  Job ID: 598
05/15/2024 05:19:56: Reading Row...  Job ID: 599
05/15/2024 05:19:57: Reading Row...  Job ID: 600
05/15/2024 05:19:57: Reading Row...  Job ID: 601
05/15/2024 05:19:58: Reading Row...  Job ID: 602
05/15/2024 05:19:58: Reading Row...  Job ID: 603
05/15/2024 05:19:59: Reading Row...  Job ID: 604
05/15/2024 05:19:59: Reading Row...  Job ID: 605
05/15/2024 05:19:59: Reading Row...  Job ID: 606
05/15/2024 05:20:00: Reading Row...  Job ID: 607
05/15/2024 05:20:01: Reading Row...  Job ID: 608
05/15/2024 05:20:02: Reading Row...  Job ID: 609
05/15/2024 05:20:02: Reading Row...  Job ID: 610
05/15/2024 05:20:03: Reading Row...  Job ID: 611
05/15/2024 05:20:03: Reading Row...  Job ID: 612
05/15/2024 05:20:04: Reading Row...  Job ID: 613
05/15/2024 05:20:04: Reading Row...  Job ID: 614
05/15/2024 05:20:05: Reading Row...  Job ID: 615
05/15/2024 05:20:05: Reading Row...  Job ID: 616
05/15/2024 05:20:06: Reading Row...  Job ID: 617
05/15/2024 05:20:06: Reading Row...  Job ID: 618
05/15/2024 05:20:07: Reading Row...  Job ID: 619
05/15/2024 05:20:07: Reading Row...  Job ID: 620
05/15/2024 05:20:08: Reading Row...  Job ID: 621
05/15/2024 05:20:08: Reading Row...  Job ID: 622
05/15/2024 05:20:09: Reading Row...  Job ID: 623
05/15/2024 05:20:09: Reading Row...  Job ID: 624
05/15/2024 05:20:09: Reading Row...  Job ID: 625
05/15/2024 05:20:10: Reading Row...  Job ID: 626
05/15/2024 05:20:10: Reading Row...  Job ID: 627
05/15/2024 05:20:11: Reading Row...  Job ID: 628
05/15/2024 05:20:11: Reading Row...  Job ID: 629
05/15/2024 05:20:12: Reading Row...  Job ID: 630
05/15/2024 05:20:12: Reading Row...  Job ID: 631
05/15/2024 05:20:13: Reading Row...  Job ID: 632
05/15/2024 05:20:13: Reading Row...  Job ID: 633
05/15/2024 05:20:14: Reading Row...  Job ID: 634
05/15/2024 05:20:14: Reading Row...  Job ID: 635
05/15/2024 05:20:15: Reading Row...  Job ID: 636
05/15/2024 05:20:15: Reading Row...  Job ID: 637
05/15/2024 05:20:16: Reading Row...  Job ID: 638
05/15/2024 05:20:16: Reading Row...  Job ID: 639
05/15/2024 05:20:17: Reading Row...  Job ID: 640
05/15/2024 05:20:17: Reading Row...  Job ID: 641
05/15/2024 05:20:18: Reading Row...  Job ID: 642
05/15/2024 05:20:18: Reading Row...  Job ID: 643
05/15/2024 05:20:19: Reading Row...  Job ID: 644
05/15/2024 05:20:19: Reading Row...  Job ID: 645
05/15/2024 05:20:19: Reading Row...  Job ID: 646
05/15/2024 05:20:20: Reading Row...  Job ID: 647
05/15/2024 05:20:20: Reading Row...  Job ID: 648
05/15/2024 05:20:21: Reading Row...  Job ID: 649
05/15/2024 05:20:21: Reading Row...  Job ID: 650
05/15/2024 05:20:22: Reading Row...  Job ID: 651
05/15/2024 05:20:22: Reading Row...  Job ID: 652
05/15/2024 05:20:23: Reading Row...  Job ID: 653
05/15/2024 05:20:23: Reading Row...  Job ID: 654
05/15/2024 05:20:24: Reading Row...  Job ID: 655
05/15/2024 05:20:24: Reading Row...  Job ID: 656
05/1
